0.000000	15.700000
0.001000	15.632490
0.002000	15.565270
0.003000	15.498340
0.004000	15.431697
0.005000	15.365340
0.006000	15.299270
0.007000	15.233483
0.008000	15.167979
0.009000	15.102756
0.010000	15.037815
0.011000	14.973152
0.012000	14.908767
0.013000	14.844660
0.014000	14.780828
0.015000	14.717270
0.016000	14.653986
0.017000	14.590974
0.018000	14.528232
0.019000	14.465761
0.020000	14.403558
0.021000	14.341623
0.022000	14.279954
0.023000	14.218550
0.024000	14.157410
0.025000	14.096534
0.026000	14.035918
0.027000	13.975564
0.028000	13.915469
0.029000	13.855633
0.030000	13.796053
0.031000	13.736730
0.032000	13.677662
0.033000	13.618848
0.034000	13.560287
0.035000	13.501978
0.036000	13.443920
0.037000	13.386111
0.038000	13.328551
0.039000	13.271238
0.040000	13.214171
0.041000	13.157351
0.042000	13.100774
0.043000	13.044441
0.044000	12.988349
0.045000	12.932500
0.046000	12.876890
0.047000	12.821519
0.048000	12.766387
0.049000	12.711491
0.050000	12.656832
0.051000	12.602407
0.052000	12.548217
0.053000	12.494260
0.054000	12.440534
0.055000	12.387040
0.056000	12.333776
0.057000	12.280741
0.058000	12.227933
0.059000	12.175353
0.060000	12.122999
0.061000	12.070870
0.062000	12.018966
0.063000	11.967284
0.064000	11.915825
0.065000	11.864587
0.066000	11.813569
0.067000	11.762771
0.068000	11.712191
0.069000	11.661828
0.070000	11.611682
0.071000	11.561752
0.072000	11.512037
0.073000	11.462535
0.074000	11.413246
0.075000	11.364169
0.076000	11.315303
0.077000	11.266647
0.078000	11.218201
0.079000	11.169963
0.080000	11.121932
0.081000	11.074107
0.082000	11.026489
0.083000	10.979075
0.084000	10.931865
0.085000	10.884858
0.086000	10.838053
0.087000	10.791449
0.088000	10.745046
0.089000	10.698842
0.090000	10.652837
0.091000	10.607030
0.092000	10.561420
0.093000	10.516006
0.094000	10.470787
0.095000	10.425763
0.096000	10.380932
0.097000	10.336294
0.098000	10.291848
0.099000	10.247593
0.100000	10.203528
0.101000	10.159653
0.102000	10.115966
0.103000	10.072468
0.104000	10.029156
0.105000	9.986031
0.106000	9.943091
0.107000	9.900336
0.108000	9.857764
0.109000	9.815376
0.110000	9.773170
0.111000	9.731145
0.112000	9.689301
0.113000	9.647637
0.114000	9.606152
0.115000	9.564846
0.116000	9.523717
0.117000	9.482765
0.118000	9.441989
0.119000	9.401389
0.120000	9.360963
0.121000	9.320710
0.122000	9.280631
0.123000	9.240725
0.124000	9.200990
0.125000	9.161425
0.126000	9.122031
0.127000	9.082806
0.128000	9.043750
0.129000	9.004862
0.130000	8.966141
0.131000	8.927587
0.132000	8.889198
0.133000	8.850975
0.134000	8.812916
0.135000	8.775020
